"","monitoring_period","date","site","plot_id","treatment","replicate_number","tag_color","source_population","parent_number","observer","number_gravels_remaining","number_gravels_with_kelp","length_mm","holdfast_diameter_mm","urchins","notes","days_old","total_length_cm","parent_temp_days","site_temp_days","site_plot_id","site_replicate","transplant"
"774","second",2023-05-17,"warm","2W5","2W","5","orange","warm","two","Lauren Dykman",14,0,NA,NA,0,"2 bat star, 1 cucumber","100",NA,"two_warm_100","warm_warm_100","warm_2W5","warm_5","warm_warm"
"775","second",2023-05-17,"warm","2W5","2W","5","orange","warm","two","Lauren Dykman",14,0,NA,NA,0,"2 bat star, 1 cucumber","100",NA,"two_warm_100","warm_warm_100","warm_2W5","warm_5","warm_warm"
"776","second",2023-05-17,"warm","2W5","2W","5","orange","warm","two","Lauren Dykman",14,0,NA,NA,0,"2 bat star, 1 cucumber","100",NA,"two_warm_100","warm_warm_100","warm_2W5","warm_5","warm_warm"
"778","second",2023-05-17,"warm","10C6","10C","6","green","cool","ten","Carolyn McKinnon",19,2,97,NA,0,"0 urchins. Big costaria.","100",9.7,"ten_cool_100","warm_cool_100","warm_10C6","warm_6","warm_cool"
"779","second",2023-05-17,"warm","10C6","10C","6","green","cool","ten","Carolyn McKinnon",19,2,815,NA,0,"0 urchins. Big costaria.","100",81.5,"ten_cool_100","warm_cool_100","warm_10C6","warm_6","warm_cool"
"780","second",2023-05-17,"warm","10C6","10C","6","green","cool","ten","Carolyn McKinnon",19,2,NA,NA,0,"0 urchins. Big costaria.","100",NA,"ten_cool_100","warm_cool_100","warm_10C6","warm_6","warm_cool"
"781","second",2023-05-17,"warm","10C6","10C","6","green","cool","ten","Carolyn McKinnon",19,2,NA,NA,0,"0 urchins. Big costaria.","100",NA,"ten_cool_100","warm_cool_100","warm_10C6","warm_6","warm_cool"
"782","second",2023-05-17,"warm","10C6","10C","6","green","cool","ten","Carolyn McKinnon",19,2,NA,NA,0,"0 urchins. Big costaria.","100",NA,"ten_cool_100","warm_cool_100","warm_10C6","warm_6","warm_cool"
"783","second",2023-05-17,"warm","10W6","10W","6","red","warm","ten","Carolyn McKinnon",15,0,NA,NA,0,"0 urchins","100",NA,"ten_warm_100","warm_warm_100","warm_10W6","warm_6","warm_warm"
"784","second",2023-05-17,"warm","10W6","10W","6","red","warm","ten","Carolyn McKinnon",15,0,NA,NA,0,"0 urchins","100",NA,"ten_warm_100","warm_warm_100","warm_10W6","warm_6","warm_warm"
"785","second",2023-05-17,"warm","10W6","10W","6","red","warm","ten","Carolyn McKinnon",15,0,NA,NA,0,"0 urchins","100",NA,"ten_warm_100","warm_warm_100","warm_10W6","warm_6","warm_warm"
"786","second",2023-05-17,"warm","10W6","10W","6","red","warm","ten","Carolyn McKinnon",15,0,NA,NA,0,"0 urchins","100",NA,"ten_warm_100","warm_warm_100","warm_10W6","warm_6","warm_warm"
"787","second",2023-05-17,"warm","10W6","10W","6","red","warm","ten","Carolyn McKinnon",15,0,NA,NA,0,"0 urchins","100",NA,"ten_warm_100","warm_warm_100","warm_10W6","warm_6","warm_warm"
"788","second",2023-05-17,"warm","2C6","2C","6","blue","cool","two","Clay Steell",15,6,220,NA,0,"0 urchins, nudibranch, pycnopodia","100",22,"two_cool_100","warm_cool_100","warm_2C6","warm_6","warm_cool"
"789","second",2023-05-17,"warm","2C6","2C","6","blue","cool","two","Clay Steell",15,6,270,NA,0,"0 urchins, nudibranch, pycnopodia","100",27,"two_cool_100","warm_cool_100","warm_2C6","warm_6","warm_cool"
"790","second",2023-05-17,"warm","2C6","2C","6","blue","cool","two","Clay Steell",15,6,320,NA,0,"0 urchins, nudibranch, pycnopodia","100",32,"two_cool_100","warm_cool_100","warm_2C6","warm_6","warm_cool"
"791","second",2023-05-17,"warm","2C6","2C","6","blue","cool","two","Clay Steell",15,6,320,NA,0,"0 urchins, nudibranch, pycnopodia","100",32,"two_cool_100","warm_cool_100","warm_2C6","warm_6","warm_cool"
"792","second",2023-05-17,"warm","2C6","2C","6","blue","cool","two","Clay Steell",15,6,420,NA,0,"0 urchins, nudibranch, pycnopodia","100",42,"two_cool_100","warm_cool_100","warm_2C6","warm_6","warm_cool"
"793","second",2023-05-17,"warm","2W6","2W","6","orange","warm","two","Clay Steell",15,0,NA,NA,0,"0 urchins, agarum fronds","100",NA,"two_warm_100","warm_warm_100","warm_2W6","warm_6","warm_warm"
"794","second",2023-05-17,"warm","2W6","2W","6","orange","warm","two","Clay Steell",15,0,NA,NA,0,"0 urchins, agarum fronds","100",NA,"two_warm_100","warm_warm_100","warm_2W6","warm_6","warm_warm"
"795","second",2023-05-17,"warm","2W6","2W","6","orange","warm","two","Clay Steell",15,0,NA,NA,0,"0 urchins, agarum fronds","100",NA,"two_warm_100","warm_warm_100","warm_2W6","warm_6","warm_warm"
"796","second",2023-05-17,"warm","2W6","2W","6","orange","warm","two","Clay Steell",15,0,NA,NA,0,"0 urchins, agarum fronds","100",NA,"two_warm_100","warm_warm_100","warm_2W6","warm_6","warm_warm"
"797","second",2023-05-17,"warm","2W6","2W","6","orange","warm","two","Clay Steell",15,0,NA,NA,0,"0 urchins, agarum fronds","100",NA,"two_warm_100","warm_warm_100","warm_2W6","warm_6","warm_warm"
"799","second",2023-05-17,"warm","10C7","10C","7","green","cool","ten","Lauren Dykman",15,0,NA,NA,2,"2 urchins","100",NA,"ten_cool_100","warm_cool_100","warm_10C7","warm_7","warm_cool"
"800","second",2023-05-17,"warm","10C7","10C","7","green","cool","ten","Lauren Dykman",15,0,NA,NA,2,"2 urchins","100",NA,"ten_cool_100","warm_cool_100","warm_10C7","warm_7","warm_cool"
"801","second",2023-05-17,"warm","10C7","10C","7","green","cool","ten","Lauren Dykman",15,0,NA,NA,2,"2 urchins","100",NA,"ten_cool_100","warm_cool_100","warm_10C7","warm_7","warm_cool"
"802","second",2023-05-17,"warm","10C7","10C","7","green","cool","ten","Lauren Dykman",15,0,NA,NA,2,"2 urchins","100",NA,"ten_cool_100","warm_cool_100","warm_10C7","warm_7","warm_cool"
"803","second",2023-05-17,"warm","10C7","10C","7","green","cool","ten","Lauren Dykman",15,0,NA,NA,2,"2 urchins","100",NA,"ten_cool_100","warm_cool_100","warm_10C7","warm_7","warm_cool"
"804","second",2023-05-17,"warm","10W7","10W","7","red","warm","ten","Lauren Dykman",16,0,NA,NA,0,"0 urchins","100",NA,"ten_warm_100","warm_warm_100","warm_10W7","warm_7","warm_warm"
"805","second",2023-05-17,"warm","10W7","10W","7","red","warm","ten","Lauren Dykman",16,0,NA,NA,0,"0 urchins","100",NA,"ten_warm_100","warm_warm_100","warm_10W7","warm_7","warm_warm"
"806","second",2023-05-17,"warm","10W7","10W","7","red","warm","ten","Lauren Dykman",16,0,NA,NA,0,"0 urchins","100",NA,"ten_warm_100","warm_warm_100","warm_10W7","warm_7","warm_warm"
"807","second",2023-05-17,"warm","10W7","10W","7","red","warm","ten","Lauren Dykman",16,0,NA,NA,0,"0 urchins","100",NA,"ten_warm_100","warm_warm_100","warm_10W7","warm_7","warm_warm"
"808","second",2023-05-17,"warm","10W7","10W","7","red","warm","ten","Lauren Dykman",16,0,NA,NA,0,"0 urchins","100",NA,"ten_warm_100","warm_warm_100","warm_10W7","warm_7","warm_warm"
"809","second",2023-05-17,"warm","2C7","2C","7","blue","cool","two","Carolyn McKinnon",16,0,NA,NA,1,"1 urchin.","100",NA,"two_cool_100","warm_cool_100","warm_2C7","warm_7","warm_cool"
"810","second",2023-05-17,"warm","2C7","2C","7","blue","cool","two","Carolyn McKinnon",16,0,NA,NA,1,"1 urchin.","100",NA,"two_cool_100","warm_cool_100","warm_2C7","warm_7","warm_cool"
"811","second",2023-05-17,"warm","2C7","2C","7","blue","cool","two","Carolyn McKinnon",16,0,NA,NA,1,"1 urchin.","100",NA,"two_cool_100","warm_cool_100","warm_2C7","warm_7","warm_cool"
"812","second",2023-05-17,"warm","2C7","2C","7","blue","cool","two","Carolyn McKinnon",16,0,NA,NA,1,"1 urchin.","100",NA,"two_cool_100","warm_cool_100","warm_2C7","warm_7","warm_cool"
"813","second",2023-05-17,"warm","2C7","2C","7","blue","cool","two","Carolyn McKinnon",16,0,NA,NA,1,"1 urchin.","100",NA,"two_cool_100","warm_cool_100","warm_2C7","warm_7","warm_cool"
"814","second",2023-05-17,"warm","2W7","2W","7","orange","warm","two","Carolyn McKinnon",14,0,NA,NA,1,"1 urchin. Desmarestia on bag.","100",NA,"two_warm_100","warm_warm_100","warm_2W7","warm_7","warm_warm"
"815","second",2023-05-17,"warm","2W7","2W","7","orange","warm","two","Carolyn McKinnon",14,0,NA,NA,1,"1 urchin. Desmarestia on bag.","100",NA,"two_warm_100","warm_warm_100","warm_2W7","warm_7","warm_warm"
"816","second",2023-05-17,"warm","2W7","2W","7","orange","warm","two","Carolyn McKinnon",14,0,NA,NA,1,"1 urchin. Desmarestia on bag.","100",NA,"two_warm_100","warm_warm_100","warm_2W7","warm_7","warm_warm"
"817","second",2023-05-17,"warm","2W7","2W","7","orange","warm","two","Carolyn McKinnon",14,0,NA,NA,1,"1 urchin. Desmarestia on bag.","100",NA,"two_warm_100","warm_warm_100","warm_2W7","warm_7","warm_warm"
"818","second",2023-05-17,"warm","2W7","2W","7","orange","warm","two","Carolyn McKinnon",14,0,NA,NA,1,"1 urchin. Desmarestia on bag.","100",NA,"two_warm_100","warm_warm_100","warm_2W7","warm_7","warm_warm"
"820","second",2023-05-17,"warm","10C8","10C","8","green","cool","ten","Clay Steell",16,7,500,NA,0,"large holdfasts","100",50,"ten_cool_100","warm_cool_100","warm_10C8","warm_8","warm_cool"
"821","second",2023-05-17,"warm","10C8","10C","8","green","cool","ten","Clay Steell",16,7,510,NA,0,"large holdfasts","100",51,"ten_cool_100","warm_cool_100","warm_10C8","warm_8","warm_cool"
"822","second",2023-05-17,"warm","10C8","10C","8","green","cool","ten","Clay Steell",16,7,530,NA,0,"large holdfasts","100",53,"ten_cool_100","warm_cool_100","warm_10C8","warm_8","warm_cool"
"823","second",2023-05-17,"warm","10C8","10C","8","green","cool","ten","Clay Steell",16,7,540,NA,0,"large holdfasts","100",54,"ten_cool_100","warm_cool_100","warm_10C8","warm_8","warm_cool"
"824","second",2023-05-17,"warm","10C8","10C","8","green","cool","ten","Clay Steell",16,7,910,NA,0,"large holdfasts","100",91,"ten_cool_100","warm_cool_100","warm_10C8","warm_8","warm_cool"
"825","second",2023-05-17,"warm","10W8","10W","8","red","warm","ten","Clay Steell",14,1,125,NA,0,"1.2m wild macro blade","100",12.5,"ten_warm_100","warm_warm_100","warm_10W8","warm_8","warm_warm"
"826","second",2023-05-17,"warm","10W8","10W","8","red","warm","ten","Clay Steell",14,1,NA,NA,0,"1.2m wild macro blade","100",NA,"ten_warm_100","warm_warm_100","warm_10W8","warm_8","warm_warm"
"827","second",2023-05-17,"warm","10W8","10W","8","red","warm","ten","Clay Steell",14,1,NA,NA,0,"1.2m wild macro blade","100",NA,"ten_warm_100","warm_warm_100","warm_10W8","warm_8","warm_warm"
"828","second",2023-05-17,"warm","10W8","10W","8","red","warm","ten","Clay Steell",14,1,NA,NA,0,"1.2m wild macro blade","100",NA,"ten_warm_100","warm_warm_100","warm_10W8","warm_8","warm_warm"
"829","second",2023-05-17,"warm","10W8","10W","8","red","warm","ten","Clay Steell",14,1,NA,NA,0,"1.2m wild macro blade","100",NA,"ten_warm_100","warm_warm_100","warm_10W8","warm_8","warm_warm"
"830","second",2023-05-17,"warm","2C8","2C","8","blue","cool","two","Lauren Dykman",18,0,NA,NA,0,"1 natural recruit","100",NA,"two_cool_100","warm_cool_100","warm_2C8","warm_8","warm_cool"
"831","second",2023-05-17,"warm","2C8","2C","8","blue","cool","two","Lauren Dykman",18,0,NA,NA,0,"1 natural recruit","100",NA,"two_cool_100","warm_cool_100","warm_2C8","warm_8","warm_cool"
"832","second",2023-05-17,"warm","2C8","2C","8","blue","cool","two","Lauren Dykman",18,0,NA,NA,0,"1 natural recruit","100",NA,"two_cool_100","warm_cool_100","warm_2C8","warm_8","warm_cool"
"833","second",2023-05-17,"warm","2C8","2C","8","blue","cool","two","Lauren Dykman",18,0,NA,NA,0,"1 natural recruit","100",NA,"two_cool_100","warm_cool_100","warm_2C8","warm_8","warm_cool"
"834","second",2023-05-17,"warm","2C8","2C","8","blue","cool","two","Lauren Dykman",18,0,NA,NA,0,"1 natural recruit","100",NA,"two_cool_100","warm_cool_100","warm_2C8","warm_8","warm_cool"
"835","second",2023-05-17,"warm","2W8","2W","8","orange","warm","two","Lauren Dykman",12,11,620,30,0,"kelp fish","100",62,"two_warm_100","warm_warm_100","warm_2W8","warm_8","warm_warm"
"836","second",2023-05-17,"warm","2W8","2W","8","orange","warm","two","Lauren Dykman",12,11,640,45,0,"kelp fish","100",64,"two_warm_100","warm_warm_100","warm_2W8","warm_8","warm_warm"
"837","second",2023-05-17,"warm","2W8","2W","8","orange","warm","two","Lauren Dykman",12,11,760,30,0,"kelp fish","100",76,"two_warm_100","warm_warm_100","warm_2W8","warm_8","warm_warm"
"838","second",2023-05-17,"warm","2W8","2W","8","orange","warm","two","Lauren Dykman",12,11,800,60,0,"kelp fish","100",80,"two_warm_100","warm_warm_100","warm_2W8","warm_8","warm_warm"
"839","second",2023-05-17,"warm","2W8","2W","8","orange","warm","two","Lauren Dykman",12,11,1150,50,0,"kelp fish","100",115,"two_warm_100","warm_warm_100","warm_2W8","warm_8","warm_warm"
"841","second",2023-05-16,"cool","10C1","10C","1","green","cool","ten","Clay Steell",12,2,380,NA,0,"thick natural kelp, desom","100",38,"ten_cool_100","cool_cool_100","cool_10C1","cool_1","cool_cool"
"842","second",2023-05-16,"cool","10C1","10C","1","green","cool","ten","Clay Steell",12,2,450,NA,0,"thick natural kelp, desom","100",45,"ten_cool_100","cool_cool_100","cool_10C1","cool_1","cool_cool"
"843","second",2023-05-16,"cool","10C1","10C","1","green","cool","ten","Clay Steell",12,2,NA,NA,0,"thick natural kelp, desom","100",NA,"ten_cool_100","cool_cool_100","cool_10C1","cool_1","cool_cool"
"844","second",2023-05-16,"cool","10C1","10C","1","green","cool","ten","Clay Steell",12,2,NA,NA,0,"thick natural kelp, desom","100",NA,"ten_cool_100","cool_cool_100","cool_10C1","cool_1","cool_cool"
"845","second",2023-05-16,"cool","10C1","10C","1","green","cool","ten","Clay Steell",12,2,NA,NA,0,"thick natural kelp, desom","100",NA,"ten_cool_100","cool_cool_100","cool_10C1","cool_1","cool_cool"
"846","second",2023-05-16,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",10,5,70,5,0,"Estimated survivorship because too much algae cover. No floats yet.","100",7,"ten_warm_100","cool_warm_100","cool_10W1","cool_1","cool_warm"
"847","second",2023-05-16,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",10,5,100,8,0,"Estimated survivorship because too much algae cover. No floats yet.","100",10,"ten_warm_100","cool_warm_100","cool_10W1","cool_1","cool_warm"
"848","second",2023-05-16,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",10,5,120,5,0,"Estimated survivorship because too much algae cover. No floats yet.","100",12,"ten_warm_100","cool_warm_100","cool_10W1","cool_1","cool_warm"
"849","second",2023-05-16,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",10,5,290,12,0,"Estimated survivorship because too much algae cover. No floats yet.","100",29,"ten_warm_100","cool_warm_100","cool_10W1","cool_1","cool_warm"
"850","second",2023-05-16,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",10,5,NA,NA,0,"Estimated survivorship because too much algae cover. No floats yet.","100",NA,"ten_warm_100","cool_warm_100","cool_10W1","cool_1","cool_warm"
"851","second",2023-05-16,"cool","2C1","2C","1","blue","cool","two","Lauren Dykman",10,5,170,NA,0,"Estimated survivorship because too much algae cover. No floats yet.","100",17,"two_cool_100","cool_cool_100","cool_2C1","cool_1","cool_cool"
"852","second",2023-05-16,"cool","2C1","2C","1","blue","cool","two","Lauren Dykman",10,5,290,NA,0,"Estimated survivorship because too much algae cover. No floats yet.","100",29,"two_cool_100","cool_cool_100","cool_2C1","cool_1","cool_cool"
"853","second",2023-05-16,"cool","2C1","2C","1","blue","cool","two","Lauren Dykman",10,5,480,NA,0,"Estimated survivorship because too much algae cover. Three floats.","100",48,"two_cool_100","cool_cool_100","cool_2C1","cool_1","cool_cool"
"854","second",2023-05-16,"cool","2C1","2C","1","blue","cool","two","Lauren Dykman",10,5,550,NA,0,"Estimated survivorship because too much algae cover. Two floats.","100",55,"two_cool_100","cool_cool_100","cool_2C1","cool_1","cool_cool"
"855","second",2023-05-16,"cool","2C1","2C","1","blue","cool","two","Lauren Dykman",10,5,NA,NA,0,"Estimated survivorship because too much algae cover.","100",NA,"two_cool_100","cool_cool_100","cool_2C1","cool_1","cool_cool"
"856","second",2023-05-16,"cool","2W1","2W","1","orange","warm","two","Clay Steell",9,4,60,NA,0,"thick natural kelp, natural macro","100",6,"two_warm_100","cool_warm_100","cool_2W1","cool_1","cool_warm"
"857","second",2023-05-16,"cool","2W1","2W","1","orange","warm","two","Clay Steell",9,4,80,NA,0,"thick natural kelp, natural macro","100",8,"two_warm_100","cool_warm_100","cool_2W1","cool_1","cool_warm"
"858","second",2023-05-16,"cool","2W1","2W","1","orange","warm","two","Clay Steell",9,4,330,NA,0,"thick natural kelp, natural macro","100",33,"two_warm_100","cool_warm_100","cool_2W1","cool_1","cool_warm"
"859","second",2023-05-16,"cool","2W1","2W","1","orange","warm","two","Clay Steell",9,4,610,NA,0,"thick natural kelp, natural macro","100",61,"two_warm_100","cool_warm_100","cool_2W1","cool_1","cool_warm"
"860","second",2023-05-16,"cool","2W1","2W","1","orange","warm","two","Clay Steell",9,4,NA,NA,0,"thick natural kelp, natural macro","100",NA,"two_warm_100","cool_warm_100","cool_2W1","cool_1","cool_warm"
"862","second",2023-05-16,"cool","10C2","10C","2","green","cool","ten","Lauren Dykman",NA,3,410,NA,0,"too covered in algae to see gravels. Saw 3 kelps growing from green gravel but could not estimate survivorship.","100",41,"ten_cool_100","cool_cool_100","cool_10C2","cool_2","cool_cool"
"863","second",2023-05-16,"cool","10C2","10C","2","green","cool","ten","Lauren Dykman",NA,3,570,NA,0,"too covered in algae to see gravels. Saw 3 kelps growing from green gravel but could not estimate survivorship.","100",57,"ten_cool_100","cool_cool_100","cool_10C2","cool_2","cool_cool"
"864","second",2023-05-16,"cool","10C2","10C","2","green","cool","ten","Lauren Dykman",NA,3,NA,NA,0,"too covered in algae to see gravels. Saw 3 kelps growing from green gravel but could not estimate survivorship.","100",NA,"ten_cool_100","cool_cool_100","cool_10C2","cool_2","cool_cool"
"865","second",2023-05-16,"cool","10C2","10C","2","green","cool","ten","Lauren Dykman",NA,3,NA,NA,0,"too covered in algae to see gravels. Saw 3 kelps growing from green gravel but could not estimate survivorship.","100",NA,"ten_cool_100","cool_cool_100","cool_10C2","cool_2","cool_cool"
"866","second",2023-05-16,"cool","10C2","10C","2","green","cool","ten","Lauren Dykman",NA,3,NA,NA,0,"too covered in algae to see gravels. Saw 3 kelps growing from green gravel but could not estimate survivorship.","100",NA,"ten_cool_100","cool_cool_100","cool_10C2","cool_2","cool_cool"
"867","second",2023-05-16,"cool","10W2","10W","2","red","warm","ten","Clay Steell",14,4,80,NA,10,"10 urchins","100",8,"ten_warm_100","cool_warm_100","cool_10W2","cool_2","cool_warm"
"868","second",2023-05-16,"cool","10W2","10W","2","red","warm","ten","Clay Steell",14,4,100,NA,10,"10 urchins","100",10,"ten_warm_100","cool_warm_100","cool_10W2","cool_2","cool_warm"
"869","second",2023-05-16,"cool","10W2","10W","2","red","warm","ten","Clay Steell",14,4,110,NA,10,"10 urchins","100",11,"ten_warm_100","cool_warm_100","cool_10W2","cool_2","cool_warm"
"870","second",2023-05-16,"cool","10W2","10W","2","red","warm","ten","Clay Steell",14,4,120,NA,10,"10 urchins","100",12,"ten_warm_100","cool_warm_100","cool_10W2","cool_2","cool_warm"
"871","second",2023-05-16,"cool","10W2","10W","2","red","warm","ten","Clay Steell",14,4,NA,NA,10,"10 urchins","100",NA,"ten_warm_100","cool_warm_100","cool_10W2","cool_2","cool_warm"
"872","second",2023-05-16,"cool","2C2","2C","2","blue","cool","two","Clay Steell",15,0,NA,NA,0,"","100",NA,"two_cool_100","cool_cool_100","cool_2C2","cool_2","cool_cool"
"873","second",2023-05-16,"cool","2C2","2C","2","blue","cool","two","Clay Steell",15,0,NA,NA,0,"","100",NA,"two_cool_100","cool_cool_100","cool_2C2","cool_2","cool_cool"
"874","second",2023-05-16,"cool","2C2","2C","2","blue","cool","two","Clay Steell",15,0,NA,NA,0,"","100",NA,"two_cool_100","cool_cool_100","cool_2C2","cool_2","cool_cool"
"875","second",2023-05-16,"cool","2C2","2C","2","blue","cool","two","Clay Steell",15,0,NA,NA,0,"","100",NA,"two_cool_100","cool_cool_100","cool_2C2","cool_2","cool_cool"
"876","second",2023-05-16,"cool","2C2","2C","2","blue","cool","two","Clay Steell",15,0,NA,NA,0,"","100",NA,"two_cool_100","cool_cool_100","cool_2C2","cool_2","cool_cool"
"877","second",2023-05-16,"cool","2W2","2W","2","orange","warm","two","Lauren Dykman",16,0,NA,NA,5,"5 urchins","100",NA,"two_warm_100","cool_warm_100","cool_2W2","cool_2","cool_warm"
"878","second",2023-05-16,"cool","2W2","2W","2","orange","warm","two","Lauren Dykman",16,0,NA,NA,5,"5 urchins","100",NA,"two_warm_100","cool_warm_100","cool_2W2","cool_2","cool_warm"
